vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti_x,jawatan_kabinet,jawatan_parlimen,gambar,parti_y
7,P135,Sabah,Bandau,Tuan,Madatang Bin Morejal,,male,bumiputera,,,,,BN - PBS
7,P136,Sabah,Kota Belud,Tuan,Maidom Bin Pansai @ Paul Bin Pansai,,male,bumiputera,,,,,BN - PBS
7,P139,Sabah,Jambongan,Tuan,Metah Bin Asang @ Michael Asang,,male,bumiputera,,,,,BN - PBS
7,P077,Pahang,Maran,Tuan,Mohamad Bin Abdullah,,male,bumiputera,,,,,BN - UMNO
7,P048,Pulau Pinang,Balik Pulau,Tuan,Mohamad Subky Bin Haji Abdul Raof,,male,bumiputera,,,,,BN - UMNO
7,P081,Pahang,Rompin,Tuan,Mohamed Amin Bin Haji Daud,,male,bumiputera,,,,,BN - UMNO
7,P022,Kelantan,Nilam Puri,Dato' Haji,Mohamed Bin Haji Ali,,male,bumiputera,,,,,BN - UMNO
7,P028,Kelantan,Kuala Kerai,Tuan,Mohamed Bin Isa,,male,bumiputera,,,,,BN - UMNO
7,P069,Perak,Bagan Datok,Tuan,Mohamed Bin Jamrah,,male,bumiputera,,,,,BN - UMNO
7,P131,Johor,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,,,,,BN - UMNO
7,P123,Johor,Muar,Tuan,Mohamed Sam Bin Haji Sailan,,male,bumiputera,,,,,BN - UMNO
7,P126,Johor,Sungai Benut,Tuan,Mohamed Tawfik Bin Dr. Ismail,,male,bumiputera,,,,,BN - UMNO
7,P021,Kelantan,Rantau Panjang,Tuan Haji,Mohamed Yaacob,,male,,,,,,BN - UMNO
7,P008,Kedah,Kuala Kedah,Dato' Haji,Mohammad Abu Bakar Bin Rautin Ibrahim,,male,bumiputera,,,,,BN - UMNO
7,P039,Pulau Pinang,Tasek Gelugor,Tuan,Mohammed Yusoff Bin Abdul Latib,,male,bumiputera,,,,,BN - UMNO
7,P110,Melaka,Alor Gajah,Datuk Seri,Mohd. Adib Bin Haji Mohd. Adam,,male,bumiputera,,,,,BN - UMNO
7,P104,Negeri Sembilan,Jempol,Tuan Haji,Mohd. Khalid Bin Mohd. Yunus,,male,bumiputera,,,,,BN - UMNO
7,P105,Negeri Sembilan,Tampin,Tuan,Mohd. Noh Bin Rajab,,male,bumiputera,,,,,BN - UMNO
7,P095,Selangor,Sepang,Tuan,Mohd. Sharif Bin Jajang,,male,bumiputera,,,,,BN - UMNO
7,P112,Melaka,Batu Berendam,Tuan,Mohd. Tamrin Bin Abdul Ghafar,,male,bumiputera,,,,,BN - UMNO
7,P023,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,,,,,BN - HAMIM
7,P050,Perak,Larut,Tuan,Mohd. Zihin Bin Mohd. Hassan,,male,bumiputera,,,,,BN - UMNO
7,P128,Johor,Kota Tinggi,Dato',Musa Bin Hitam,,male,bumiputera,,,,,BN - UMNO
7,P177,Sarawak,Bukit Mas,Tuan,Mutang Tagal,,male,,,,,,BN - PBB
7,P063,Perak,Parit,Tuan,Nasruddin Bin Alang Saidin,,male,bumiputera,,,,,BN - UMNO
7,P065,Perak,Kampar,Tuan,Ngoi Thiam Woh,,male,,,,,,DAP
7,P168,Sarawak,Rajang,Tuan,Nicholas Munong Anak Ibau,,male,bumiputera,,,,,IND
7,P147,Sabah,Kimanis,Tuan,Nurnikman Bin Abdullah,,male,bumiputera,,,,,BN - USNO
7,P134,Sabah,Marudu,Tuan,Joe Ojihi Bin Supiring,,male,bumiputera,,,,,IND
7,P146,Sabah,Papar,Tuan,Osu Bin Haji Sukam,,male,bumiputera,,,,,BN - USNO
7,P009,Kedah,Pendang,Tuan,Othman Bin Abdul,,male,bumiputera,,,,,BN - UMNO
7,P142,Sabah,Keningau,Datuk,Joseph Pairin Kitingan,,,,,,,,BN - PBS
7,P066,Perak,Tapah,Tuan,M.G. Pandithan,,male,,,,,,BN - MIC
7,P154,Sarawak,Mas Gading,Dr.,Patau Rubis,,,,,,,,BN - SNAP
7,P059,Perak,Ipoh,Tuan,P.Patto,,male,,,,,,DAP
7,P047,Pulau Pinang,Bayan Baru,Tuan,Peter Paul Dason,,male,,,,,,DAP
7,P164,Sarawak,Saratok,Datuk,Peter Tinggom Anak Kamarau,,,bumiputera,,,,,BN - SNAP
7,P141,Sabah,Kinabatangan,Tuan,Pitting Bin Haji Mohd. Ali,,male,bumiputera,,,,,BN - USNO
7,P152,Sabah,Silam,Tuan,Railey Bin Jeffrey,,male,bumiputera,,,,,BN - USNO
7,P055,Perak,Tasik Chenderoh,Dato' Haji,Saidin Bin Haji Mat Piah,,male,bumiputera,,,,,BN - UMNO
7,P153,Sabah,Semporna,Datuk Haji,Sakaran Dandai,,male,,,,,,BN - USNO
7,P002,Perlis,Arau,Tuan,Shahidan Bin Kassim,,male,bumiputera,,,,,BN - UMNO
7,P121,Johor,Parit Sulong,Puan Hajjah,Shariffah Dorah Binti Dato' Syed Mohammed,,female,bumiputera,,,,,BN - UMNO
7,P155,Sarawak,Bandar Kuching,Tuan,Sim Kwang Yang,,male,,,,,,DAP
7,P084,Selangor,Hulu Selangor,Tuan,S.S. Subramaniam,,male,,,,,,BN - MIC
7,P098,Wilayah Persekutuan Kuala Lumpur,Titiwangsa,Drs.,Suleiman Bin Mohamed,,male,bumiputera,,,,,BN - UMNO
7,P161,Sarawak,Batang Lupar,Datuk,Daniel Tajem Anak Miri,,,bumiputera,,,,,BN - PBDS
7,P102,Wilayah Persekutuan Kuala Lumpur,Sungai Besi,Tuan,Tan Kok Wai,,male,,,,,,DAP
7,P064,Perak,Gopeng,Tuan,Tan Koon Swan,,male,,,,,,BN - MCA
7,P096,Wilayah Persekutuan Kuala Lumpur,Kepong,Dr.,Tan Seng Giaw,,,,,,,,DAP
7,P150,Sabah,Pensiangan,Tuan,Taimin Bin Lumaing,,male,bumiputera,,,,,BN - PBS
7,P040,Pulau Pinang,Bagan,Tuan,Teoh Teik Huat,,male,,,,,,DAP
7,P170,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,,,,,,BN - PBDS
7,P167,Sarawak,Sibu,Tuan,Tieu Sung Seng @ Tiu Siing Seng,,male,,,,,,BN - SUPP
7,P060,Perak,Batu Gajah,Tuan,Ting Chek Ming,,male,,,,,,DAP
7,P174,Sarawak,Bintulu,Tuan,Ting Ling Kiew,,male,,,,,,BN - SNAP
7,P086,Selangor,Kapar,Tuan,D.P. Vijandran,,male,,,,,,BN - MIC
7,P024,Kelantan,Pasir Puteh,Tuan,Wan Omar Bin Wan Majid,,male,bumiputera,,,,,BN - UMNO
7,P057,Perak,Tambun,Tuan,Yahaya Bin Mohd. Shafie,,male,bumiputera,,,,,BN - UMNO
7,P129,Johor,Tebrau,Puan,Siti Zainabon @ Zainab Binti Abu Bakar,,female,bumiputera,,,,,BN - UMNO
7,P012,Kedah,Sik,Dato',Zainal Abidin Bin Johari,,male,bumiputera,,,,,BN - UMNO
7,P030,Terengganu,Besut,Dato' Haji,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
7,P033,Terengganu,Kuala Terengganu,Tuan,Zubir Bin Embong,,male,bumiputera,,,,,BN - UMNO
8,,,,Tan Sri Dato',Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,
8,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr,Mahathir Bin Mohamad,,male,bumiputera,,Perdana Menteri,,,BN - UMNO
8,P114,Melaka,Jasin,Y.A.B.,Abdul Ghafar Bin Baba,,male,bumiputera,,Timbalan Perdana Menteri,,,BN - UMNO
8,P118,Johor,Labis,Dato' Seri Dr.,Ling Liong Sik,,,,,,,,BN - MCA
8,P056,Perak,Sungai Siput,Dato' Seri,S.Samy Vellu,,,,,,,,BN - MIC
8,P062,Perak,Beruas,Dato' Seri Dr.,Lim Keng Yaik,,,,,,,,BN - Gerakan
8,P170,Sarawak,Kanowit,Datuk,Leo Moggie Anak Irok,,,bumiputera,,,,,BN - PBDS
8,P061,Perak,Kuala Kangsar,Dato' Seri,Rafidah Aziz,,,,,,,,BN - UMNO
8,P156,Sarawak,Petra Jaya,Dato' Dr Haji,Sulaiman Bin Haji Daud,,male,bumiputera,,,,,BN - PBB
8,P003,Kedah,Jerlun Langkawi,Datuk Seri,Sanusi Bin Junid,,male,bumiputera,,,,,BN - UMNO
8,P041,Pulau Pinang,Permatang Pauh,Dato' Seri,Anwar Ibrahim,,,,,,,,BN - UMNO
8,P085,Selangor,Kuala Selangor,Dato' Haji,Abu Hassan Bin Haji Omar,,male,bumiputera,,,,,BN - UMNO
8,P011,Kedah,Merbok,Dato' Paduka,Daim Zainuddin,,,,,,,,BN - UMNO
8,P089,Selangor,Hulu Langat,Dato',Lee Kim Sai,,,,,,,,BN - MCA
8,P076,Pahang,Pekan,Dato' Seri Haji,Mohd. Najib Bin Tun Haji Abdul Razak,,male,bumiputera,,,,,BN - UMNO
8,P131,Johor,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,,,,,BN - UMNO
8,P080,Pahang,Temerluh,Dato',Sabbaruddin Chik,,,,,,,,BN - UMNO
8,P106,Negeri Sembilan,Kuala Pilah,Dato',Napsiah Binti Omar,,female,bumiputera,,,,,BN - UMNO
8,P030,Terengganu,Besut,Dato' Dr,Mohamad Yusof Bin Haji Mohamed Nor,,male,bumiputera,,,,,BN - UMNO
8,P079,Pahang,Bentung,Dato',Lim Ah Lek,,,,,,,,BN - MCA
8,P167,Sarawak,Kuala Rajang,Dato',Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,,,,,BN - PBB
8,P168,Sarawak,Sarikei,Tuan,Law Hieng Ding,,male,,,,,,BN - SUPP
8,P064,Perak,Gopeh,Dr,Ting Chew Peh,,,,,,,,BN - MCA
8,P153,Sabah,Semporna,Tan Sri Datuk Haji,Sakaran Bin Dandai,,male,bumiputera,,,,,BN - UMNO
8,P128,Johor,Kota Tinggi,Tuan,Syed Hamid Bin Syed Jaafar Albar,,male,bumiputera,,,,,BN - UMNO
8,P088,Selangor,Ampang Jaya,Tuan,Ong Tee Keat,,male,,,,,,BN - MCA
8,P141,Sabah,Kinabatangan,Tuan Haji,Juhar Bin Haji Mahiruddin,,male,bumiputera,,,,,BN - UMNO
8,P067,Perak,Pasir Salak,Dato',Megat Junid Bin Megat Ayob,,male,bumiputera,,,,,BN - UMNO
8,P125,Johor,Batu Pahat,Tuan Haji,Daud Bin Dato' Haji Taha,,male,bumiputera,,,,,BN - UMNO
8,P049,Perak,Gerik,Dato',Mohd. Tajol Rosli Bin Mohd. Ghazali,,male,bumiputera,,,,,BN - UMNO
8,P097,Wilayah Persekutuan Kuala Lumpur,Batu,Dato',Alexander Yu Lung Lee,,,,,,,,BN - Gerakan
8,P074,Pahang,Jerantut,Dato',Wan Abu Bakar Bin Mohamed,,male,bumiputera,,,,,BN - UMNO
8,P078,Pahang,Mentakab,Dato' Dr,Siti Zaharah Binti Haji Sulaiman,,female,bumiputera,,,,,BN - UMNO
8,P071,Perak,Tanjong Malim,Dato',Loke Yuen Yow,,,,,,,,BN - MCA
8,P146,Sabah,Papar,Tuan,Osu Bin Haji Sukam,,male,bumiputera,,,,,BN - UMNO
8,P152,Sabah,Silam,Tuan,Railey Bin Haji Jeffrey,,male,bumiputera,,,,,BN - UMNO
8,P087,Selangor,Selayang,Datin Paduka Hajah,Zaleha Binti Ismail,,female,bumiputera,,,,,BN - UMNO
8,P013,Kedah,Baling,Raja Dato',Ariffin Bin Raja Sulaiman,,male,bumiputera,,,,,BN - UMNO
8,P104,Negeri Sembilan,Jempol,Dato' Haji,Mohd. Khalid Bin Mohd. Yunus,,male,bumiputera,,,,,BN - UMNO
8,P173,Sarawak,Mukah,Dr,Leo Michael Toyad,,,,,,,,BN - PBB
8,P053,Perak,Bukit Gantang,Dato' Dr,Abdullah Fadzil Bin Che Wan,,male,bumiputera,,,,,BN - UMNO
8,P116,Johor,Ledang,Tuan,Abdul Ghani Bin Othman,,male,bumiputera,,,,,BN - UMNO
8,P098,Wilayah Persekutuan Kuala Lumpur,Titiwangsa,Dato' Drs,Suleiman Bin Mohamed,,male,bumiputera,,,,,BN - UMNO
8,P048,Pulau Pinang,Balik Pulau,Tuan,Mohamed Farid Bin Ariffin,,male,bumiputera,,,,,BN - UMNO
8,P073,Pahang,Raub,Puan,Teng Gaik Kwan,,female,,,,,,BN - MCA
8,P178,Sarawak,Miri,Tuan,Peter Chin Fah Kui,,male,,,,,,BN - SUPP
8,P016,Kedah,Kulim,Dato',Abdul Kadir Bin Haji Sheikh Fadzir,,male,bumiputera,,,,,BN - UMNO
8,P122,Johor,Bakri,Tuan,Chua Jui Meng,,male,,,,,,BN - MCA
8,P054,Perak,Taiping,Tuan,Kerk Choo Ting,,male,,,,,,BN - Gerakan
8,P031,Terengganu,Setiu,Dato' Haji Tengku,Mahmud Bin Tengku Mansor,,male,bumiputera,,,,,BN - UMNO
8,P124,Johor,Sri Gading,Tuan,Mohd. Yasin Bin Kamari,,male,bumiputera,,,,,BN - UMNO
8,P108,Negeri Sembilan,Rasah,Dato,Wong See Wah,,,,,,,,BN - MCA
8,P166,Sarawak,Saratok,Datuk,Peter Tinggom Anak Kamarau,,,bumiputera,,,,,BN - SNAP
8,P072,Pahang,Lipis,Dato',Chan Kong Chong,,,,,,,,BN - MCA
8,P111,Melaka,Selandar,Dr,Fong Chan Oon,,,,,,,,BN - MCA
8,P012,Kedah,Sik,Dato Dr Haji,Abdul Hamid Bin Haji Othman,,male,bumiputera,,,,,BN - UMNO
8,P051,Perak,Parit Buntar,Dato',Abdul Raman Bin Suliman,,male,bumiputera,,,,,BN - UMNO
8,P009,Kedah,Pendang,Tuan,Othman Bin Abdul,,male,bumiputera,,,,,BN - UMNO
8,P069,Perak,Bagan Datok,Dato,Mohamed Bin Jamrah,,male,bumiputera,,,,,BN - UMNO
8,P037,Terengganu,Kemaman,Dato',Ismail Bin Said,,male,bumiputera,,,,,BN - UMNO
8,P105,Negeri Sembilan,Tampin,Tuan,Mohd. Noh Bin Rajab,,male,bumiputera,,,,,BN - UMNO
8,P165,Sarawak,Betong,Tuan,Douglas Uggah Embas,,male,,,,,,BN - PBB
8,P039,Pulau Pinang,Tasik Gelugor,Tuan,Mohd. Shariff Bin Haji Omar,,male,bumiputera,,,,,BN - UMNO
8,P158,Sarawak,Padawan,Tuan,Yong Khoon Seng,,male,,,,,,BN - SUPP
8,P132,Johor,Pontian,Tuan,Ong Ka Ting,,male,,,,,,BN - MCA
8,P075,Pahang,Kuantan,Dato' Haji,Fauzi Bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
8,P133,Wilayah Persekutuan Labuan,Labuan,Tuan,Abdol Mulok Bin Awang Damit,,male,bumiputera,,,,,BN - UMNO
8,P119,Johor,Mersing,Dato',Abdul Ajib Bin Ahmad,,male,bumiputera,,,,,BN - UMNO
8,P034,Terengganu,Marang,Tuan,Abdul Hadi Bin Haji Awang,,male,bumiputera,,,,,APU - PAS
8,P126,Johor,Sungai Benut,Tuan Haji,Abdul Hamid Bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
8,P033,Terengganu,Kuala Terengganu,Datuk Haji,Manan Bin Othman,,male,bumiputera,,,,,APU - S46
8,P123,Johor,Muar,Tuan,Abdul Malek Munip,,male,bumiputera,,,,,BN - UMNO
8,P032,Terengganu,Kuala Nerus,Datuk Haji,Abdul Rashid Bin Muhammad,,male,bumiputera,,,,,BN - UMNO
8,P159,Sarawak,Kota Semarahan,Datuk Patinggi Tan Sri Haji,Abdul Taib Mahmud,,male,bumiputera,,,,,BN - PBB
8,P176,Sarawak,Hulu Rajang,Tuan,Billy Abit Joo,,male,,,,,,BEBAS
8,P018,Kelantan,Pengkalan Chepa,Tuan Haji,Nik Abdullah Bin Haji Arshad,,male,bumiputera,,,,,APU - PAS
8,P005,Kedah,Padang Terap,Dato' Dr,Affifudin Bin Haji Omar,,male,bumiputera,,,,,BN - UMNO
8,P047,Pulau Pinang,Bayan Baru,Tuan,Ahmad Bin Nor,,male,bumiputera,,,,,GR - DAP
8,P117,Johor,Pagoh,Tuan,Ahmad Bin Omar,,male,bumiputera,,,,,BN - UMNO
8,P027,Kelantan,Machang,Tuan,Ahmad Shukri Bin Haji Hassan,,male,bumiputera,,,,,APU - S46
8,P035,Terengganu,Hulu Terengganu,Dato',Alias Bin Md. Ali,,male,bumiputera,,,,,BN - UMNO
8,P134,Sabah,Marudu,Datuk,Amir Kahar Bin Tun Datu Mustapha,,male,bumiputera,,,,,BN - UMNO
8,P036,Terengganu,Dungun,Tuan Haji,Awang Bin Jabar,,male,bumiputera,,,,,BN - UMNO
8,P094,Selangor,Kuala Langat,Datuk Haji,Basri Bin Bajuri,,male,bumiputera,,,,,BN - UMNO
8,P143,Sabah,Penampang,Datuk,Bernard Giluk Dompok,,,,,,,,GR - PBS
8,P023,Kelantan,Bachok,Tuan Haji,Buniyamin Bin Yaakob,,male,bumiputera,,,,,APU - PAS
8,P042,Pulau Pinang,Bukti Mertajam,Tuan,Chian Heng Kai,,male,,,,,,GR - DAP
8,P007,Kedah,Alor Setar,Tuan,Chor Chee Heung,,male,,,,,,BN - MCA
8,P091,Selangor,Puchong,Dr,V. David,,,,,,,,GR - DAP
8,P093,Selangor,Klang,Tuan,Fong Kui Lun,,male,,,,,,GR - DAP
8,P060,Perak,Batu Gajah,Tuan,Foo Tiew Kok,,male,,,,,,GR - DAP
8,P135,Sabah,Bandau,Tuan,George Sangkin,,male,,,,,,GR - PBS
8,P010,Kedah,Jerai,Tuan Haji,Ghazali Bin Ahmad,,male,bumiputera,,,,,BN - UMNO
8,P044,Pulau Pinang,Bukit Bendera,Tuan,Gooi Hock Seng,,male,,,,,,GR - DAP
8,P055,Perak,Tasek Chenderoh,Tuan Haji,Hamzah Bin Mohamed Zain,,male,bumiputera,,,,,BN - UMNO
8,P179,Sarawak,Baram,Tuan,Harrison Ngau Laing,,male,,,,,,BEBAS
8,P020,Kelantan,Pasir Mas,Tuan Haji,Ibrahim Bin Ali,,male,bumiputera,,,,,APU - S46
8,P110,Melaka,Alor Gajah,Tuan Haji,Ibrahim Bin Jendol,,male,bumiputera,,,,,BN - UMNO
8,P028,Kelantan,Kuala Krai,Tuan Haji,Ibrahim Bin Mahmood,,male,bumiputera,,,,,APU - PAS
8,P026,Kelantan,Tanah Merah,Tuan Haji,Ibrahim Bin Pateh Mohammad,,male,bumiputera,,,,,APU - S46
8,P014,Kedah,Sungai Petani,,Che Ibrahim Bin Mustafa,,male,bumiputera,,,,,BN - UMNO
8,P103,Negeri Sembilan,Jelebu,Lt. Kol.,Ibrahim Bin Sareh,,male,bumiputera,,,,,BN - UMNO
8,P019,Kelantan,Kota Bharu,Puan Hajah,Ilani Binti Dato Haji Isahak,,female,bumiputera,,,,,APU - S46
8,P001,Perlis,Kangar,Tuan Haji,Ishak Bin Arshad,,male,bumiputera,,,,,BN - UMNO
8,P081,Pahang,Rompin,Dr Haji,Jamaluddin Bin Haji Jarjis,,male,bumiputera,,,,,BN - UMNO
8,P164,Sarawak,Lubok Antu,Tuan,Jawah Anak Gerang,,male,bumiputera,,,,,BN - PBDS
8,P175,Sarawak,Kapit,Tuan,James Jimbun Anak Pungga,,male,bumiputera,,,,,BN - PBB
8,P174,Sarawak,Selangau,Tuan,Joseph Mauh Ak Ikeh,,male,,,,,,BEBAS
8,P052,Perak,Bagan Serai,Tuan,Qamaruzaman Bin Haji Ismail,,male,bumiputera,,,,,BN - UMNO
8,P120,Johor,Kluang,Tuan,Kang Chow Oh,,male,,,,,,BN - MCA
8,P046,Pulau Pinang,Jelutong,Tuan,R. Karpal Singh,,male,indian,,,,,GR - DAP
8,P058,Perak,Pasir Pinji,Tuan,Kerk Kim Hock,,male,,,,,,GR - DAP
8,P090,Selangor,Petaling Jaya,Dr,Kua Kia Soong,,,,,,,,GR - DAP
8,P066,Perak,Tapah,Dato',K. Kumaran,,,,,,,,BN - MIC
8,P140,Sabah,Sandakan,Tuan,Lai Lun Tze,,male,,,,,,GR - PBS
8,P059,Perak,Ipoh,Tuan,Lau Dak Kee,,male,,,,,,GR - DAP
8,P172,Sarawak,Sibu,Tuan,Robert Lau Hoi Chew,,male,,,,,,BN - SUPP
8,P101,Wilayah Persekutuan Kuala Lumpur,Seputeh,Tuan,Liew Ah Kim,,male,,,,,,GR - DAP
8,P113,Melaka,Kota Melaka,Tuan,Lim Guan Eng,,male,,,,,,GR - DAP
8,P040,Pulau Pinang,Bagan,Tuan,Lim Hock Seng,,male,,,,,,GR - DAP
8,P045,Pulau Pinang,Tanjong,Tuan,Lim Kit Siang,,male,,,,,,GR - DAP
8,P015,Kedah,Padang Serai,Puan,Lim Lay Hoon,,female,,,,,,BN - MCA
8,P068,Perak,Lumut,Datin,Ling Chooi Sieng,,female,,,,,,BN - MCA
8,P086,Selangor,Kapar,Dato',M. Mahalingam,,,,,,,,BN - MIC
8,P082,Selangor,Sabak Bernam,Tuan Haji,Mahbud Bin Haji Hashim,,male,bumiputera,,,,,BN - UMNO
8,P136,Sabah,Kota Belut,Tuan,Maidom P. Pansai,,male,,,,,,GR - PBS
8,P109,Negeri Sembilan,Telok Kemang,Dr.,T. Marimuthu,,,,,,,,BN - MIC
8,P139,Sabah,Jambongan,Tuan,Michael Asang,,male,,,,,,GR - PBS
8,P180,Sarawak,Bukit Mas,Tuan,Michael Lisa Kaya @ Gor Kaya,,male,,,,,,BN - PBB
8,P077,Pahang,Maran,Tuan Haji,Mohamad Bin Abdullah,,male,bumiputera,,,,,BN - UMNO
8,P022,Kelantan,Nilam Puri,Tuan Haji,Mohamad Bin Sabu,,male,bumiputera,,,,,APU - PAS
8,P100,Wilayah Persekutuan Kuala Lumpur,Lembah Pantai,Tuan,Mohamad Kamal Bin Hussain,,male,bumiputera,,,,,BN - UMNO
8,P130,Johor,Johor Baru,Tuan,Mohamad Khaled Bin Nordin,,male,bumiputera,,,,,BN - UMNO
8,P025,Kelantan,Kok Lanas,Tuan Haji,Mohamad Shukri Bin Haji Mohamed,,male,bumiputera,,,,,APU - S46
8,P008,Kedah,Kuala Kedah,Dato' Haji,Mohammad Abu Bakar Bin Rautin Ibrahim,,male,bumiputera,,,,,BN - UMNO
8,P095,Selangor,Sepang,Tuan Haji,Mohd. Sharif Bin Jajang,,male,bumiputera,,,,,BN - UMNO
8,P112,Melaka,Batu Berendam,Tuan,Mohd. Tamrin Bin Abdul Ghafar,,male,bumiputera,,,,,BN - UMNO
8,P050,Perak,Larut,Tuan Haji,Mohd. Zihin Bin Haji Mohd. Hassan,,male,bumiputera,,,,,BN - UMNO
8,P137,Sabah,Tuaran,Datuk,Monggoh Orow,,,,,,,,GR - PBS
8,P148,Sabah,Limbawang,Tun Datu Haji,Mustapha Bin Datu Harun,,male,bumiputera,,,,,BN - UMNO
8,P063,Perak,Parit,Tuan,Nasruddin Bin Haji Alang Saidin,,male,bumiputera,,,,,BN - UMNO
8,P057,Perak,Tambun,Dr,Nawawi Bin Mat Awin,,male,bumiputera,,,,,BN - UMNO
8,P147,Sabah,Kimanis,Tuan,Nurnikman Bin Abdullah,,male,bumiputera,,,,,GR - PBS
8,P070,Perak,Teluk Intan,Tuan,Ong Tin Kim,,male,,,,,,BN - Gerakan
8,P138,Sabah,Kinabalu,Dr,Osman Minudin,,,,,,,,GR - PBS
8,P142,Sabah,Keningau,Datuk,Joseph Pairin Kitingan,,,,,,,,GR - PBS
8,P084,Selangor,Hulu Selangor,Tuan,G. Palanivel,,male,,,,,,BN - MIC
8,P154,Sarawak,Mas Gading,Dr,Patau Rubis,,,,,,,,BN - SNAP
8,P043,Pulau Pinang,Nibong Tebal,Datuk,Dominic Joseph Puthucheary,,,,,,,,BN - Gerakan
8,P149,Sabah,Padas,Tuan,Raden Malleh,,male,,,,,,GR - PBS
8,P092,Selangor,Shah Alam,Puan Hajah,Rakibah Binti Haji Abdul Manap,,female,bumiputera,,,,,BN - UMNO
8,P160,Sarawak,Serian,Tuan,Richard Riot Anak Jaem,,male,bumiputera,,,,,BEBAS
8,P155,Sarawak,Santubong,Puan,Rohani Binti Abd. Karim,,female,bumiputera,,,,,BN - PBB
8,P121,Johor,Parit Sulung,Tuan,Ruhanie Bin Ahmad,,male,bumiputera,,,,,BN - UMNO
8,P029,Kelantan,Gua Musang,Tengku Tan Sri,Razaleigh Hamzah,,,,,,,,APU - S46
8,P083,Selangor,Tanjong Karang,Tuan,Saidin @ Yusof Bin Adam,,male,bumiputera,,,,,BN - UMNO
8,P021,Kelantan,Rantau Panjang,Dr,Sanusi Bin Daeng Mariok,,male,bumiputera,,,,,APU - PAS
8,P002,Perlis,Arau,Tuan,Shahidan Bin Kassim,,male,bumiputera,,,,,BN - UMNO
8,P157,Sarawak,Bandar Kuching,Tuan,Sim Kwang Yang,,male,,,,,,GR - DAP
8,P129,Johor,Tebrau,Puan,Siti Zainabon Binti Abu Bakar,,female,bumiputera,,,,,BN - UMNO
8,P115,Johor,Segamat,Tuan,S.S. Subramanian,,male,,,,,,BN - MIC
8,P150,Sabah,Pensiangan,Tuan,Taiman Bin Lumaing,,male,bumiputera,,,,,GR - PBS
8,P163,Sarawak,Sri Aman,Datuk,Daniel Tajem Anak Miri,,,bumiputera,,,,,BN - PBDS
8,P102,Wilayah Persekutuan Kuala Lumpur,Sungai Besi,Tuan,Tan Kok Wai,,male,,,,,,GR - DAP
8,P096,Wilayah Persekutuan Kuala Lumpur,Kepong,Dr,Tan Seng Giaw,,,,,,,,GR - DAP
8,P169,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,,,,,,BN - PBDS
8,P161,Sarawak,Batang Sadong,Tuan,Wahab Bin Suhaili,,male,bumiputera,,,,,BN - PBB
8,P006,Kedah,Kota Setar,,Wan Mohd. Hanafiah Bin Wan Mohd. Saman,,male,bumiputera,,,,,BN - UMNO
8,P017,Kelantan,Tumpat,Tuan Haji,Wan Mohd. Jamil Bin Wan Mahmood,,male,bumiputera,,,,,APU - PAS
8,P162,Sarawak,Batang Lupar,,Wan Junaidi Bin Tuanku Jaafar,,male,bumiputera,,,,,BN - PBB
8,P024,Kelantan,Pasir Puteh,,Wan Omar Bin Wan Najib,,male,bumiputera,,,,,APU - S46
8,P099,Wilayah Persekutuan Kuala Lumpur,Bukit Bintang,Tuan,Wee Choo Keong,,male,,,,,,GR - DAP
8,P065,Perak,Kampar,Tuan,Wong Win On,,male,,,,,,GR - DAP
8,P145,Sabah,Tanjong Aru,Tuan,Vun Shin Choi @ Joseph Voon,,male,,,,,,GR - PBS
8,P177,Sarawak,Bintulu,Datuk Amar,James Wong Kim Min,,,,,,,,BN - SNAP
8,P171,Sarawak,Lanang,Tuan,Jason Wong Sing Nang,,male,,,,,,GR - DAP
8,P127,Johor,Senai,Tuan,Woon See Chin,,male,,,,,,BN - MCA
8,P151,Sabah,Tawau,Tuan,Geoffrey Yee Ling Fook,,male,,,,,,GR - PBS
8,P107,Negeri Sembilan,Seremban,Tuan,Yim Chee Hong,,male,,,,,,BN - MCA
8,P144,Sabah,Gaya,Tuan,Philip Yong Chiew Lip,,male,,,,,,GR - PBS
9,,,,Tan Sri Dato',Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,
9,P006,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr,Mahathir Bin Mohamad,,male,bumiputera,,Perdana Menteri,,,BN - UMNO
9,P044,Pulau Pinang,Permatang Pauh,Y.A.B. Dato' Seri,Anwar Bin Ibrahim,,male,bumiputera,,Timbalan Perdana Menteri,,,BN - UMNO > BEBAS
