kod_kawasan,kawasan,nama,parti,negeri,vol
P052,Bagan Serai,Qamaruzaman Ismail,BN (UMNO),Perak,8
P053,Bukit Gantang,Abdullah Fadzil Che Wan,BN (UMNO),Perak,8
P054,Taiping,Kerk Choo Ting,BN (Gerakan),Perak,8
P055,Tasek Chenderoh,Hamzah Mohamed Zain,BN (UMNO),Perak,8
P056,Sungai Siput,Samy Vellu,BN (MIC),Perak,8
P057,Tambun,Nawawi Mat Awin,BN (UMNO),Perak,8
P058,Pasir Pinji,Kerk Kim Hock,GR (DAP),Perak,8
P059,Ipoh,Lau Dak Kee,GR (DAP),Perak,8
P060,Batu Gajah,Foo Piew Kok,GR (DAP),Perak,8
P061,Kuala Kangsar,Rafidah Aziz,BN (UMNO),Perak,8
P062,Beruas,Lim Keng Yaik,BN (Gerakan),Perak,8
P063,Parit,Nasruddin Alang Saidin,BN (UMNO),Perak,8
P064,Gopeng,Ting Chew Peh,BN (MCA),Perak,8
P065,Kampar,James Wong Wing On,GR (DAP),Perak,8
P066,Tapah,K. Kumaran,BN (MIC),Perak,8
P067,Pasir Salak,Megat Junid Megat Ayub,BN (UMNO),Perak,8
P068,Lumut,Ling Chooi Sieng,BN (MCA),Perak,8
P069,Bagan Datok,Mohamed Jamrah,BN (UMNO),Perak,8
P070,Telok Intan,Ong Tin Kim,BN (Gerakan),Perak,8
P071,Tanjong Malim,Loke Yuen Yow,BN (MCA),Perak,8
P072,Lipis,Chan Kong Choy,BN (MCA),Pahang,8
P073,Raub,Teng Gaik Kwan,BN (MCA),Pahang,8
P074,Jerantut,Wan Abu Bakar Wan Mohamad,BN (UMNO),Pahang,8
P075,Kuantan,Fauzi Abdul Rahman,BN (UMNO),Pahang,8
P076,Pekan,Najib Razak,BN (UMNO),Pahang,8
P077,Maran,Muhammad Abdullah,BN (UMNO),Pahang,8
P078,Mentakab,Siti Zaharah Sulaiman,BN (UMNO),Pahang,8
P079,Bentong,Lim Ah Lek,BN (MCA),Pahang,8
P080,Temerloh,Sabbaruddin Chik,BN (UMNO),Pahang,8
P081,Rompin,Jamaluddin Jarjis,BN (UMNO),Pahang,8
P082,Sabak Bernam,Mahbud Hashim,BN (UMNO),Selangor,8
P083,Tanjong Karang,Saidin Adam,BN (UMNO),Selangor,8
P084,Hulu Selangor,Palanivel Govindasamy,BN (MIC),Selangor,8
P085,Kuala Selangor,Abu Hassan Omar,BN (UMNO),Selangor,8
P086,Kapar,M. Mahalingam,BN (MIC),Selangor,8
P087,Selayang,Zaleha Ismail,BN (UMNO),Selangor,8
P088,Ampang Jaya,Ong Tee Keat (Timbalan Speaker),BN (MCA),Selangor,8
P089,Hulu Langat,Lee Kim Sai,BN (MCA),Selangor,8
P090,Petaling Jaya,Kua Kia Soong,GR (DAP),Selangor,8
P091,Puchong,V. David,GR (DAP),Selangor,8
P092,Shah Alam,Rakibah Abdul Manap,BN (UMNO),Selangor,8
P093,Klang,Fong Kui Lun,GR (DAP),Selangor,8
P094,Kuala Langat,Basri Bajuri,BN (UMNO),Selangor,8
P095,Sepang,Mohd. Sharif Jajang,BN (UMNO),Selangor,8
P096,Kepong,Tan Seng Giaw,GR (DAP),Wilayah Persekutuan Kuala Lumpur,8
P097,Batu,Alexander Lee Yu Lung,BN (Gerakan),Wilayah Persekutuan Kuala Lumpur,8
P098,Titiwangsa,Suleiman Mohamed,BN (UMNO),Wilayah Persekutuan Kuala Lumpur,8
P099,Bukit Bintang,Wee Choo Keong,GR (DAP),Wilayah Persekutuan Kuala Lumpur,8
P100,Lembah Pantai,Mohamed Kamal Hussain,BN (UMNO),Wilayah Persekutuan Kuala Lumpur,8
P101,Seputeh,Liew Ah Kim,GR (DAP),Wilayah Persekutuan Kuala Lumpur,8
P102,Sungai Besi,Tan Kok Wai,GR (DAP),Wilayah Persekutuan Kuala Lumpur,8
P103,Jelebu,Ibrahim Sareh,BN (UMNO),Negeri Sembilan,8
P104,Jempol,Mohd. Khalid Mohd. Yunus,BN (UMNO),Negeri Sembilan,8
P105,Tampin,Mohd Noh Rajab,BN (UMNO),Negeri Sembilan,8
P106,Kuala Pilah,Napsiah Omar,BN (UMNO),Negeri Sembilan,8
P107,Seremban,Yim Chee Chong,BN (MCA),Negeri Sembilan,8
P108,Rasah,Wong See Wah,BN (MCA),Negeri Sembilan,8
P109,Telok Kemang,T. Marimuthu,BN (MIC),Negeri Sembilan,8
P110,Alor Gajah,Ibrahim Jendol,BN (UMNO),Melaka,8
P111,Selandar,Fong Chan Onn,BN (MCA),Melaka,8
P112,Batu Berendam,Mohd. Tamrin Abdul Ghafar,BN (UMNO),Melaka,8
P113,Kota Melaka,Lim Guan Eng,GR (DAP),Melaka,8
P114,Jasin,Abdul Ghafar Baba,BN (UMNO),Melaka,8
P115,Segamat,Subramaniam Sinniah,BN (MIC),Johor,8
P116,Ledang,Abdul Ghani Othman,BN (UMNO),Johor,8
P117,Pagoh,Ahmad Omar,BN (UMNO),Johor,8
P118,Labis,Ling Liong Sik,BN (MCA),Johor,8
P119,Mersing,Abdul Ajib Ahmad,BN (UMNO),Johor,8
P120,Kluang,Kang Chow Oh,BN (MCA),Johor,8
P121,Parit Sulong,Ruhanie Ahmad,BN (UMNO),Johor,8
P122,Bakri,Chua Jui Meng,BN (MCA),Johor,8
P123,Muar,Abdul Malek Munip,BN (UMNO),Johor,8
P124,Sri Gading,Mohd. Yasin Kamari,BN (UMNO),Johor,8
P125,Batu Pahat,Daud Taha,BN (UMNO),Johor,8
P126,Sungai Benut,Abdul Hamid Abdul Rahman,BN (UMNO),Johor,8
P127,Senai,Woon See Chin,BN (MCA),Johor,8
P128,Kota Tinggi,Syed Hamid Albar,BN (UMNO),Johor,8
P129,Tebrau,Siti Zainabon Abu Bakar,BN (UMNO),Johor,8
P130,Johor Bahru,Mohamed Khaled Nordin,BN (UMNO),Johor,8
P131,Pulai,Mohamed Rahmat,BN (UMNO),Johor,8
P132,Pontian,Ong Ka Ting,BN (MCA),Johor,8
P133,Labuan,Abdol Mulok Awang Damit,BN (UMNO),Wilayah Persekutuan Labuan,8
P134,Marudu,Amir Kahar Mustapha,BN (UMNO),Sabah,8
P135,Bandau,George Sangkin,GR (PBS),Sabah,8
P136,Kota Belud,Maidom Pansai,GR (PBS),Sabah,8
P137,Tuaran,Monggoh Orow,GR (PBS),Sabah,8
P138,Kinabalu,Osman Minudin,GR (PBS),Sabah,8
P139,Jambongan,Metah Asang,GR (PBS),Sabah,8
P140,Sandakan,Lai Lun Tze,GR (PBS),Sabah,8
P141,Kinabatangan,Juhar Mahiruddin (Timbalan Speaker),BN (UMNO),Sabah,8
P142,Keningau,Joseph Pairin Kitingan,GR (PBS),Sabah,8
P143,Penampang,Bernard Giluk Dompok,GR (PBS),Sabah,8
P144,Gaya,Philip Yong Chiew Lip,GR (PBS),Sabah,8
P145,Tanjong Aru,Joseph Voon Shin Choi,GR (PBS),Sabah,8
P146,Papar,Osu Sukam,BN (UMNO),Sabah,8
P147,Kimanis,Nurnikman Abdullah,GR (PBS),Sabah,8
P148,Limbawang,Mustapha Harun,BN (UMNO),Sabah,8
P149,Padas,Raden Malleh,GR (PBS),Sabah,8
P150,Pensiangan,Taiman Lumaing,GR (PBS),Sabah,8
P151,Tawau,Geoffrey Yee Ling Fook,GR (PBS),Sabah,8
P152,Silam,Railey Jeffrey,BN (UMNO),Sabah,8
P153,Semporna,Sakaran Dandai,BN (UMNO),Sabah,8
P154,Mas Gading,Patau Rubis,BN (SNAP),Sarawak,8
P155,Santubong,Rohani Abdul Karim,BN (PBB),Sarawak,8
P156,Petra Jaya,Sulaiman Daud,BN (PBB),Sarawak,8
P157,Bandar Kuching,Sim Kwang Yang,GR (DAP),Sarawak,8
P158,Padawan,Yong Khoon Seng,BN (SUPP),Sarawak,8
P159,Kota Samarahan,Abdul Taib Mahmud,BN (PBB),Sarawak,8
P160,Serian,Richard Riot Jaem,BEBAS,Sarawak,8
P161,Batang Sadong,Wahab Suhaili,BN (PBB),Sarawak,8
P162,Batang Lupar,Wan Junaidi Tuanku Jaafar,BN (PBB),Sarawak,8
P163,Sri Aman,Daniel Tajem Miri,BN (PBDS),Sarawak,8
P164,Lubok Antu,Jawah Gerang,BN (PBDS),Sarawak,8
P165,Betong,Douglas Uggah Embas,BN (PBB),Sarawak,8
P166,Saratok,Peter Tinggom Kamarau,BN (SNAP),Sarawak,8
P167,Kuala Rajang,Abang Abu Bakar Abang Mustapha,BN (PBB),Sarawak,8
P168,Sarikei,Law Hieng Ding,BN (SUPP),Sarawak,8
P169,Julau,Thomas Salang Siden,BN (PBDS),Sarawak,8
P170,Kanowit,Leo Moggie Irok,BN (PBDS),Sarawak,8
P171,Lanang,Jason Wong Sing Nang,GR (DAP),Sarawak,8
P172,Sibu,Robert Lau Hoi Chew,BN (SUPP),Sarawak,8
P173,Mukah,Leo Michael Toyad,BN (PBB),Sarawak,8
P174,Selangau,Joseph Mauh Ikeh,BEBAS,Sarawak,8
P175,Kapit,James Jimbun Pungga,BN (PBB),Sarawak,8
P176,Hulu Rajang,Billy Abit Joo,BEBAS,Sarawak,8
P177,Bintulu,James Wong Kim Min,BN (SNAP),Sarawak,8
P178,Miri,Peter Chin Fah Kui,BN (SUPP),Sarawak,8
P179,Baram,Harrison Ngau Laing,BEBAS,Sarawak,8
P180,Bukit Mas,Michael Lisa Kaya,BN (PBB),Sarawak,8
P001,Padang Besar,Azmi Khalid,BN (UMNO),Perlis,9
P002,Kangar,Md Isa Sabu,BN (UMNO),Perlis,9
P003,Arau,Kamarudin Ahmad,BN (UMNO),Perlis,9
P003,Arau,Hashim Jasin from 4 July 1998[N 1],APU (PAS),Perlis,9
P004,Langkawi,Abu Bakar Taib,BN (UMNO),Kedah,9
P005,Jerlun,Hanafi Ramli,BN (UMNO),Kedah,9
P006,Kubang Pasu,Mahathir Mohamad,BN (UMNO),Kedah,9
P007,Padang Terap,Affifudin Omar,BN (UMNO),Kedah,9
P008,Pokok Sena,Wan Hanafiah Wan Mat Saman,BN (UMNO),Kedah,9
P009,Alor Setar,Chor Chee Heung,BN (MCA),Kedah,9
P010,Kuala Kedah,Zakaria Mohd Said,BN (UMNO),Kedah,9
P011,Pendang,Othman Abdul,BN (UMNO),Kedah,9
P012,Yan,Badruddin Amiruldin,BN (UMNO),Kedah,9
P013,Sik,Abdul Hamid Othman,BN (UMNO),Kedah,9
P014,Merbok,Abdul Daim Zainuddin,BN (UMNO),Kedah,9
P015,Sungai Petani,Che Ibrahim Mustafa,BN (UMNO),Kedah,9
P016,Baling,Raja Ariffin Raja Sulaiman,BN (UMNO),Kedah,9
P017,Padang Serai,Lim Lay Hoon,BN (MCA),Kedah,9
P018,Kulim-Bandar Baharu,Abdul Kadir Sheikh Fadzir,BN (UMNO),Kedah,9
P019,Tumpat,Wan Mohd. Jamil Wan Mahmood,APU (PAS),Kelantan,9
P020,Pengkalan Chepa,Nik Mohd. Amar Nik Abdullah,APU (PAS),Kelantan,9
P021,Kota Bharu,Ilani Isahak,APU (S46),Kelantan,9
P022,Pasir Mas,Zainuddin Mohamad Nor,APU (S46),Kelantan,9
P023,Rantau Panjang,Daeng Sanusi Daeng Mariok,APU (PAS),Kelantan,9
P024,Kubang Kerian,Mohamad Sabu,APU (PAS),Kelantan,9
P025,Bachok,Buniyamin Yaakob,APU (PAS),Kelantan,9
P026,Peringat,Annuar Musa,BN (UMNO),Kelantan,9
P027,Tanah Merah,Ibrahim Pateh Mohammad,APU (S46),Kelantan,9
P028,Pasir Puteh,Mohamed Abdullah,APU (S46),Kelantan,9
P029,Machang,Sukri Mohamed,APU (S46),Kelantan,9
P030,Jeli,Mustapa Mohamed,BN (UMNO),Kelantan,9
P031,Kuala Krai,Ibrahim Mahmood,APU (PAS),Kelantan,9
P032,Gua Musang,Tengku Razaleigh Hamzah from 29 August 1995[N 2],APU (S46),Kelantan,9
P033,Besut,Idris Jusoh,BN (UMNO),Terengganu,9
P034,Setiu,Tengku Mahmud Tengku Mansor,BN (UMNO),Terengganu,9
P035,Kuala Nerus,Ahmad Rahin Mohd. Said,BN (UMNO),Terengganu,9
P036,Kuala Terengganu,Abu Bakar Daud,BN (UMNO),Terengganu,9
P037,Marang,Abdul Hadi Awang,APU (PAS),Terengganu,9
P038,Hulu Terengganu,Mustafa Muda,BN (UMNO),Terengganu,9
P039,Dungun,Mokhtaruddin Wan Yusof,BN (UMNO),Terengganu,9
P040,Kemaman,Ramli Taib,BN (UMNO),Terengganu,9
P041,Kepala Batas,Abdullah Ahmad Badawi,BN (UMNO),Pulau Pinang,9
P042,Tasek Gelugor,Ibrahim Saad,BN (UMNO),Pulau Pinang,9
P043,Bagan,P. Patto,GR (DAP),Pulau Pinang,9
P043,Bagan,Lim Hock Seng from 9 September 1995[N 3],GR (DAP),Pulau Pinang,9
P044,Permatang Pauh,Anwar Ibrahim[N 4],BN (UMNO),Pulau Pinang,9
P044,Permatang Pauh,Anwar Ibrahim[N 4],IND,Pulau Pinang,9
P045,Bukit Mertajam,Tan Chong Keng,BN (MCA),Pulau Pinang,9
P046,Nibong Tebal,Goh Cheng Teik,BN (Gerakan),Pulau Pinang,9
P047,Bukit Bendera,Chia Kwang Chye,BN (Gerakan),Pulau Pinang,9
P048,Tanjong,Lim Kit Siang,GR (DAP),Pulau Pinang,9
P049,Jelutong,Karpal Singh,GR (DAP),Pulau Pinang,9
P050,Bayan Baru,Wong Kam Hoong,BN (MCA),Pulau Pinang,9
P051,Balik Pulau,Nungsari Ahmad Radhi,BN (UMNO),Pulau Pinang,9
P052,Gerik,Tajol Rosli Mohd Ghazali,BN (UMNO),Perak,9
P053,Larut,Mohd. Zihin Mohd. Hassan,BN (UMNO),Perak,9
P054,Parit Buntar,Abdul Rahman Sulaiman,BN (UMNO),Perak,9
P055,Bagan Serai,Qamaruzaman Ismail,BN (UMNO),Perak,9
P056,Bukit Gantang,Abdullah Fadzil Che Wan,BN (UMNO),Perak,9
P057,Taiping,Kerk Choo Ting,BN (Gerakan),Perak,9
P058,Chenderoh,Mohamed Nazri Abdul Aziz,BN (UMNO),Perak,9
P059,Sungai Siput,Samy Vellu,BN (MIC),Perak,9
P060,Tambun,Ahmad Husni Hanadzlah,BN (UMNO),Perak,9
P061,Ipoh Timor,Chang Kon You,BN (MCA),Perak,9
P062,Ipoh Barat,Ho Cheong Sing,BN (MCA),Perak,9
P063,Batu Gajah,Yeong Chee Wah,BN (MCA),Perak,9
P064,Kuala Kangsar,Rafidah Aziz,BN (UMNO),Perak,9
P065,Beruas,Lim Keng Yaik,BN (Gerakan),Perak,9
P066,Parit,Ainon Khariyah Mohd Abas,BN (UMNO),Perak,9
P067,Gopeng,Ting Chew Peh,BN (MCA),Perak,9
P068,Kampar,Hew See Tong,BN (MCA),Perak,9
P069,Tapah,K. Kumaran,BN (MIC),Perak,9
P070,Pasir Salak,Megat Junid Megat Ayub,BN (UMNO),Perak,9
P071,Lumut,Yap Yit Thong,BN (MCA),Perak,9
P072,Bagan Datok,Ahmad Zahid Hamidi,BN (UMNO),Perak,9
P073,Telok Intan,Ong Tin Kim,BN (Gerakan),Perak,9
P073,Telok Intan,M. Kulasegaran from 17 May 1997[N 5],GR (DAP),Perak,9
P074,Tanjong Malim,Loke Yuen Yow,BN (MCA),Perak,9
P075,Lipis,Abu Dahari Osman,BN (UMNO),Pahang,9
P075,Lipis,Amihamzah Ahmad from 14 January 1997[N 6],BN (UMNO),Pahang,9
P076,Raub,Teng Gaik Kwan,BN (MCA),Pahang,9
P077,Jerantut,Ahmad Kamaruzaman Mohamed Baria,BN (UMNO),Pahang,9
P078,Kuantan,Fauzi Abdul Rahman,BN (UMNO),Pahang,9
P079,Paya Besar,Siti Zaharah Sulaiman,BN (UMNO),Pahang,9
P080,Pekan,Najib Razak,BN (UMNO),Pahang,9
P081,Maran,Muhammad Abdullah,BN (UMNO),Pahang,9
P082,Mentakab,Fu Ah Kiow,BN (MCA),Pahang,9
P083,Bentong,Lim Ah Lek,BN (MCA),Pahang,9
P084,Temerloh,Sabbaruddin Chik,BN (UMNO),Pahang,9
P085,Rompin,Jamaluddin Jarjis,BN (UMNO),Pahang,9
P086,Sabak Bernam,Mahbud Hashim,BN (UMNO),Selangor,9
P087,Tanjong Karang,Noh Omar,BN (UMNO),Selangor,9
P088,Hulu Selangor,Palanivel Govindasamy,BN (MIC),Selangor,9
P089,Kuala Selangor,Abu Hassan Omar,BN (UMNO),Selangor,9
P089,Kuala Selangor,Jamaluddin Adnan 29 May 1997[N 7],BN (UMNO),Selangor,9
P090,Selayang,Chan Kong Choy,BN (MCA),Selangor,9
P091,Gombak,Zaleha Ismail,BN (UMNO),Selangor,9
P092,Ampang Jaya,Ong Tee Keat (Deputy Speaker),BN (MCA),Selangor,9
P093,Hulu Langat,Badrul Hisham Abdul Aziz,BN (UMNO),Selangor,9
P094,Petaling Jaya Utara,Vincent Lim Kuo Phau,BN (MCA),Selangor,9
P095,Petaling Jaya Selatan,Donald Lim Siang Chai,BN (MCA),Selangor,9
P096,Serdang,Yap Pian Hon,BN (MCA),Selangor,9
P097,Subang,M. Mahalingam,BN (MIC),Selangor,9
P098,Shah Alam,Salamon Selamat,BN (UMNO),Selangor,9
P099,Kapar,G. Leelavathi,BN (MIC),Selangor,9
P100,Kelang,Tan Yee Kew,BN (MCA),Selangor,9
P101,Kuala Langat,Shafie Salleh,BN (UMNO),Selangor,9
P102,Sepang,Seripah Noli Syed Hussin,BN (UMNO),Selangor,9
P103,Kepong,Tan Seng Giaw,GR (DAP),Wilayah Perseketuan Kuala Lumpur,9
P104,Batu,Joseph Chong Chek Ah[N 8],BN (Gerakan),Wilayah Perseketuan Kuala Lumpur,9
P104,Batu,Joseph Chong Chek Ah[N 8],IND,Wilayah Perseketuan Kuala Lumpur,9
P105,Wangsa Maju,Kamal Salleh,BN (UMNO),Wilayah Perseketuan Kuala Lumpur,9
P106,Segambut,Tan Kee Kwong,BN (Gerakan),Wilayah Perseketuan Kuala Lumpur,9
P107,Titiwangsa,Suleiman Mohamed,BN (UMNO),Wilayah Perseketuan Kuala Lumpur,9
P108,Bukit Bintang,Wee Choo Keong,GR (DAP),Wilayah Perseketuan Kuala Lumpur,9
P108,Bukit Bintang,Lee Chong Meng[N 9],BN (MCA),Wilayah Perseketuan Kuala Lumpur,9
P109,Lembah Pantai,Shahrizat Abdul Jalil,BN (UMNO),Wilayah Perseketuan Kuala Lumpur,9
P110,Seputeh,Liew Ah Kim,GR (DAP),Wilayah Perseketuan Kuala Lumpur,9
P111,Cheras,Tan Kok Wai,GR (DAP),Wilayah Perseketuan Kuala Lumpur,9
P112,Bandar Tun Razak,Tan Chai Ho,BN (MCA),Wilayah Perseketuan Kuala Lumpur,9
P113,Jelebu,Yunus Rahmat,BN (UMNO),Negeri Sembilan,9
P114,Jempol,Mohd. Khalid Mohd. Yunus,BN (UMNO),Negeri Sembilan,9
P115,Tampin,Mohd Noh Rajab,BN (UMNO),Negeri Sembilan,9
P116,Kuala Pilah,Abu Zahar Ujang,BN (UMNO),Negeri Sembilan,9
P117,Seremban,Hon Choon Kim,BN (MCA),Negeri Sembilan,9
P118,Rasah,Wong See Wah,BN (MCA),Negeri Sembilan,9
P119,Telok Kemang,L. Krishnan,BN (MIC),Negeri Sembilan,9
P120,Alor Gajah,Abu Seman Yusop,BN (UMNO),Melaka,9
P121,Selandar,Fong Chan Onn,BN (MCA),Melaka,9
P122,Batu Berendam,Mohd Ali Rustam,BN (UMNO),Melaka,9
P123,Kota Melaka,Lim Guan Eng,GR (DAP),Melaka,9
P124,Jasin,Abdul Ghafar Baba,BN (UMNO),Melaka,9
P125,Segamat,Subramaniam Sinniah,BN (MIC),Johor,9
P126,Ledang,Hashim Ismail,BN (UMNO),Johor,9
P127,Pagoh,Muhyiddin Yassin,BN (UMNO),Johor,9
P128,Labis,Ling Liong Sik,BN (MCA),Johor,9
P129,Mersing,Zainal Abidin Osman,BN (UMNO),Johor,9
P130,Kluang,Hoo Seong Chang,BN (MCA),Johor,9
P131,Parit Sulong,Ruhanie Ahmad,BN (UMNO),Johor,9
P132,Bakri,Chua Jui Meng,BN (MCA),Johor,9
P133,Muar,Abdul Aziz Yassin,BN (UMNO),Johor,9
P134,Sri Gading,Hamzah Ramli,BN (UMNO),Johor,9
P135,Batu Pahat,Mansor Masikon,BN (UMNO),Johor,9
P136,Tenggara,Hishammuddin Hussein,BN (UMNO),Johor,9
P137,Sungai Benut,Abdul Hamid Abdul Rahman,BN (UMNO),Johor,9
P138,Senai,Lim Si Cheng,BN (MCA),Johor,9
P139,Kota Tinggi,Syed Hamid Albar,BN (UMNO),Johor,9
P140,Tebrau,Siti Zainabon Abu Bakar,BN (UMNO),Johor,9
P141,Johor Bahru,Mohamed Khaled Nordin,BN (UMNO),Johor,9
P142,Pulai,Mohamed Rahmat,BN (UMNO),Johor,9
P143,Gelang Patah,Chang See Tan,BN (MCA),Johor,9
P144,Pontian,Ong Ka Ting,BN (MCA),Johor,9
P145,Labuan,Abdol Mulok Awang Damit,BN (UMNO),Wilayah Persekutuan Labuan,9
P146,Marudu,Amir Kahar Mustapha,GR (PBS),Sabah,9
P147,Bandau,Maximus Johnity Ongkili,GR (PBS),Sabah,9
P148,Kota Belud,Salleh Said Keruak,BN (UMNO),Sabah,9
P149,Tuaran,Yunof Edward Maringking,GR (PBS),Sabah,9
P150,Gaya,Philip Yong Chew Lip,BN (SAPP),Sabah,9
P151,Tanjong Aru,Yee Moh Chai,GR (PBS),Sabah,9
P152,Penampang,Paulis Nointien,GR (PBS),Sabah,9
P153,Papar,Osu Sukam,BN (UMNO),Sabah,9
P154,Beaufort,Nurnikman Abdullah,BN (UMNO),Sabah,9
P155,Sipitang,Yusof Yacob,BN (UMNO),Sabah,9
P156,Kinabalu,Henrynus Amin,GR (PBS),Sabah,9
P157,Keningau,Joseph Pairin Kitingan,GR (PBS),Sabah,9
P158,Tenom,Raden Malleh,GR (PBS),Sabah,9
P159,Beluran,Asmat Nungka,BN (UMNO),Sabah,9
P160,Libaran,Akbarkhan Abdul Rahman,BN (UMNO),Sabah,9
P161,Sandakan,Lau Ngan Siew,BN (LDP),Sabah,9
P162,Kinabatangan,Juhar Mahiruddin (Deputy Speaker),BN (UMNO),Sabah,9
P163,Silam,Railey Jeffrey,BN (UMNO),Sabah,9
P164,Semporna,Shafie Apdal,BN (UMNO),Sabah,9
P165,Tawau,Chua Soon Bui,BN (SAPP),Sabah,9
P166,Mas Gading,Patau Rubis,BN (SNAP),Sarawak,9
P167,Santubong,Rohani Abdul Karim,BN (PBB),Sarawak,9
P168,Petra Jaya,Sulaiman Daud,BN (PBB),Sarawak,9
P169,Bandar Kuching,Song Swee Guan,BN (SUPP),Sarawak,9
P170,Padawan,Yong Khoon Seng,BN (SUPP),Sarawak,9
P171,Kota Samarahan,Abdul Taib Mahmud,BN (PBB),Sarawak,9
P172,Serian,Richard Riot Jaem,BN (SUPP),Sarawak,9
P173,Batang Sadong,Sukinam Domo,BN (PBB),Sarawak,9
P174,Batang Lupar,Wan Junaidi Tuanku Jaafar,BN (PBB),Sarawak,9
P175,Sri Aman,Jimmy Donald Lim,BN (PBDS),Sarawak,9
P176,Lubok Antu,Jawah Gerang,BN (PBDS),Sarawak,9
P177,Betong,Douglas Uggah Embas,BN (PBB),Sarawak,9
P178,Saratok,Peter Tinggom Kamarau,BN (SNAP),Sarawak,9
P179,Kuala Rajang,Abang Abu Bakar Abang Mustapha,BN (PBB),Sarawak,9
P180,Sarikei,Law Hieng Ding,BN (SUPP),Sarawak,9
P181,Julau,S'ng Chee Hua,BN (SUPP),Sarawak,9
P182,Kanowit,Leo Moggie Irok,BN (PBDS),Sarawak,9
P183,Lanang,Tiong Thai King,BN (SUPP),Sarawak,9
P184,Sibu,Robert Lau Hoi Chew,BN (SUPP),Sarawak,9
P185,Mukah,Leo Michael Toyad,BN (PBB),Sarawak,9
P186,Selangau,Joseph Mauh Ikeh,BN (PBDS),Sarawak,9
P187,Kapit,James Jimbun Pungga,BN (PBB),Sarawak,9
P188,Hulu Rajang,Billy Abit Joo,BN (PBDS),Sarawak,9
P189,Bintulu,Chiew Chiu Sing,GR (DAP),Sarawak,9
P190,Miri,Peter Chin Fah Kui,BN (SUPP),Sarawak,9
P191,Baram,Jacob Dungau Sagan,BN (SNAP),Sarawak,9
P192,Bukit Mas,Michael Lisa Kaya,BN (PBB),Sarawak,9
P001,Padang Besar,Azmi Khalid,BN (UMNO),Perlis,10
P002,Kangar,Abdul Hamid Pawanteh,BN (UMNO),Perlis,10
P003,Arau,Mastika Junaidah Husin,BN (UMNO),Perlis,10
P004,Langkawi,Abu Bakar Taib,BN (UMNO),Kedah,10
P005,Jerlun,Abu Bakar Othman,BA (PAS),Kedah,10
P006,Kubang Pasu,Mahathir Mohamad,BN (UMNO),Kedah,10
P007,Padang Terap,Zawawi Ahmad,BA (PAS),Kedah,10
P008,Pokok Sena,Mahfuz Omar,BA (PAS),Kedah,10
P009,Alor Setar,Chor Chee Heung,BN (MCA),Kedah,10
P010,Kuala Kedah,Mohamad Sabu,BA (PAS),Kedah,10
P011,Pendang,Fadzil Noor,BA (PAS),Kedah,10
P011,Pendang,Othman Abdul from 18 July 2002[N 1],BN (UMNO),Kedah,10
P012,Yan,Nasharudin Mat Isa,BA (PAS),Kedah,10
P013,Sik,Shahnon Ahmad,BA (PAS),Kedah,10
P014,Merbok,Abdul Daim Zainuddin,BN (UMNO),Kedah,10
P015,Sungai Petani,Mahadzir Mohd Khir,BN (UMNO),Kedah,10
P016,Baling,Taib Azamudden Md Taib,BA (PAS),Kedah,10
P017,Padang Serai,Lim Bee Kau,BN (MCA),Kedah,10
P018,Kulim-Bandar Baharu,Abdul Kadir Sheikh Fadzir,BN (UMNO),Kedah,10
P019,Tumpat,Kamaruddin Jaafar,BA (PAS),Kelantan,10
P020,Pengkalan Chepa,Nik Mohd. Amar Nik Abdullah,BA (PAS),Kelantan,10
P021,Kota Bharu,Ramli Ibrahim,BA (KeADILan),Kelantan,10
P022,Pasir Mas,Ismail Noh,BA (PAS),Kelantan,10
P023,Rantau Panjang,Abdul Fatah Harun,BA (PAS),Kelantan,10
P024,Kubang Kerian,Husam Musa,BA (PAS),Kelantan,10
P025,Bachok,Wan Nik Wan Yusoff,BA (PAS),Kelantan,10
P026,Peringat,Muhamad Mustafa,BA (KeADILan),Kelantan,10
P027,Tanah Merah,Saupi Daud,BA (KeADILan),Kelantan,10
P028,Pasir Puteh,Alwi Jusoh,BA (PAS),Kelantan,10
P029,Machang,Mohd Yusoff Mohd Nor,BA (PAS),Kelantan,10
P030,Jeli,Mohd. Apandi Mohamad,BA (PAS),Kelantan,10
P031,Kuala Krai,Mohamed Nasir Che Daud,BA (PAS),Kelantan,10
P032,Gua Musang,Tengku Razaleigh Hamzah,BN (UMNO),Kelantan,10
P033,Besut,Hassan Mohamed,BA (PAS),Terengganu,10
P034,Setiu,Che Ghani Ambak,BA (PAS),Terengganu,10
P035,Kuala Nerus,M. Shukrimun Shamsudin,BA (PAS),Terengganu,10
P036,Kuala Terengganu,Syed Azman Syed Ahmad Nawawi,BA (PAS),Terengganu,10
P037,Marang,Abdul Hadi Awang,BA (PAS),Terengganu,10
P038,Hulu Terengganu,Muhyidin Abdul Rashid,BA (PAS),Terengganu,10
P039,Dungun,Mustafa Ali,BA (PAS),Terengganu,10
P040,Kemaman,Abd Rahman Yusof,BA (KeADILan),Terengganu,10
P041,Kepala Batas,Abdullah Ahmad Badawi,BN (UMNO),Pulau Pinang,10
P042,Tasek Gelugor,Mohd. Shariff Omar,BN (UMNO),Pulau Pinang,10
P043,Bagan,Lim Hock Seng,BA (DAP),Pulau Pinang,10
