vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,spr_name
14.0,P030,Kelantan,JELI,YB DATO' SRI,MUSTAPA BIN MOHAMED,1951.0,male,bumiputera,BERSATU,Menteri di Jabatan Perdana Menteri (Ekonomi),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.030-JELI.png,MUSTAPA BIN MOHAMED
14.0,P031,Kelantan,KUALA KRAI,YB TUAN,ABDUL LATIFF BIN ABDUL RAHMAN,1972.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.031-KUALA KRAI.png,LATIFF
14.0,P032,Kelantan,GUA MUSANG,YB TENGKU,RAZALEIGH HAMZAH,1937.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.032-GUA MUSANG.png,TENGKU RAZALEIGH HAMZAH
14.0,P033,Terengganu,BESUT,YB TAN SRI HAJI,IDRIS BIN JUSOH,1956.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.033-BESUT.png,IDRIS JUSOH
14.0,P034,Terengganu,SETIU,YB TUAN,SHAHARIZUKIRNAIN BIN ABD KADIR,1970.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.034-SETIU.png,ZUKIRNAIN ABDUL KADIR
14.0,P035,Terengganu,KUALA NERUS,YB DATO' DR.,MOHD KHAIRUDDIN BIN AMAN RAZALI,1974.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.035-KUALA NERUS.png,KHAIRUDDIN TAKIRI
14.0,P036,Terengganu,KUALA TERENGGANU,YB DATUK HAJI,AHMAD AMZAD BIN MOHAMED @ HASHIM,1970.0,male,bumiputera,PAS,"Timbalan Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.036-KUALA TERENGGANU.png,AMZAD HASHIM
14.0,P037,Terengganu,MARANG,YB TAN SRI HAJI,ABDUL HADI BIN HAJI AWANG,1948.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.037-MARANG.png,ABDUL HADI BIN AWANG
14.0,P038,Terengganu,HULU TERENGGANU,YB DATO',ROSOL BIN WAHID,1965.0,male,bumiputera,BERSATU,Timbalan Menteri Perdagangan Dalam Negeri dan Hal Ehwal Pengguna,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.038-HULU TERENGGANU.png,ROSOL BIN WAHID
14.0,P039,Terengganu,DUNGUN,YB TUAN HAJI,WAN HASSAN BIN MOHD RAMLI,1958.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.039-DUNGUN.png,WAN HASSAN MOHD RAMLI
14.0,P040,Terengganu,KEMAMAN,YB TUAN,CHE ALIAS BIN HAMID,1967.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.040-KEMAMAN.png,ALIAS ABDUL HAMID
14.0,P041,Pulau Pinang,KEPALA BATAS,YB DATO' SRI,REEZAL MERICAN BIN NAINA MERICAN,1973.0,male,bumiputera,BN - UMNO,Menteri Perumahan dan Kerajaan Tempatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.041-KEPALA BATAS.png,REEZAL MERICAN B NAINA MERICAN
14.0,P042,Pulau Pinang,TASEK GELUGOR,YB DATUK HAJI,SHABUDIN BIN YAHAYA,1966.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.042-TASEK GELUGOR.png,SHABUDIN YAHAYA
14.0,P043,Pulau Pinang,BAGAN,YB TUAN,LIM GUAN ENG,1961.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.043-BAGAN.png,LIM GUAN ENG
14.0,P044,Pulau Pinang,PERMATANG PAUH,YB PUAN,NURUL IZZAH BINTI ANWAR,1981.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.044-PERMATANG PAUH.png,NURUL IZZAH ANWAR
14.0,P045,Pulau Pinang,BUKIT MERTAJAM,YB TUAN,SIM CHEE KEONG,1982.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.045-BUKIT MERTAJAM.png,SIM CHEE KEONG
14.0,P046,Pulau Pinang,BATU KAWAN,YB PUAN,KASTHURIRAANI A/P PATTO,1980.0,female,indian,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.046-BATU KAWAN.png,KASTHURIRAANI PATTO
14.0,P047,Pulau Pinang,NIBONG TEBAL,YB DATO',MANSOR BIN OTHMAN,1950.0,male,bumiputera,BERSATU,Timbalan Menteri Alam Sekitar dan Air,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.047-NIBONG TEBAL.png,MANSOR OTHMAN
14.0,P048,Pulau Pinang,BUKIT BENDERA,YB TUAN,WONG HON WAI,1973.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.048-BUKIT BENDERA.png,WONG HON WAI
14.0,P049,Pulau Pinang,TANJONG,YB TUAN,CHOW KON YEOW,1959.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.049-TANJONG.png,CHOW KON YEOW
14.0,P050,Pulau Pinang,JELUTONG,YB TUAN,SANISVARA NETHAJI RAYER A/L RAJAJI,1972.0,male,indian,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.050-JELUTONG.png,SANISVARA NETRAYER A/L RAJAJI
14.0,P051,Pulau Pinang,BUKIT GELUGOR,YB TUAN,RAMKARPAL SINGH A/L KARPAL SINGH,1976.0,male,other,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.051-BUKIT GELUGOR.png,RAMKARPAL SINGH A/L KARPAL SINGH
14.0,P052,Pulau Pinang,BAYAN BARU,YB TUAN,SIM TZE TZIN,1976.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.052-BAYAN BARU.png,SIM TZE TZIN
14.0,P053,Pulau Pinang,BALIK PULAU,YB DATO',MUHAMMAD BAKHTIAR BIN WAN CHIK,1965.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.053-BALIK PULAU.png,MUHAMMAD BAKHTIAR BIN WAN CHIK
14.0,P055,Perak,LENGGONG,YB DATUK SERI DR.,SHAMSUL ANUAR BIN HAJI NASARAH,1968.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.055-LENGGONG.png,SHAMSUL ANUAR NASARAH
14.0,P056,Perak,LARUT,YB DATUK SERI,HAMZAH BIN ZAINUDIN,1957.0,male,bumiputera,BERSATU,Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.056-LARUT.png,HAMZAH ZAINUDIN
14.0,P057,Perak,PARIT BUNTAR,YB DATUK SERI DR,MUJAHID YUSOF RAWA,1965.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.057-PARIT BUNTAR.png,MUJAHID YUSOF RAWA
14.0,P058,Perak,BAGAN SERAI,YB DATO' DR HAJI,NOOR AZMI BIN GHAZALI,1962.0,male,bumiputera,BERSATU,Timbalan Menteri Kesihatan I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.058-BAGAN SERAI.png,NOOR AZMI BIN GHAZALI
14.0,P059,Perak,BUKIT GANTANG,YB DATO',SYED ABU HUSSIN BIN HAFIZ SYED ABDUL FASAL,1961.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.059-BUKIT GANTANG.png,SYED ABU HUSSIN BIN HAFIZ SYED ABDUL FASAL
14.0,P060,Perak,TAIPING,YB TUAN,TEH KOK LIM,1970.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.060-TAIPING.png,TEH KOK LIM
14.0,P061,Perak,PADANG RENGAS,YB DATO' SERI,MOHAMED NAZRI BIN ABDUL AZIZ,1954.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.061-PADANG RENGAS.png,MOHAMED NAZRI BIN TAN ABDUL AZIZ
14.0,P062,Perak,SUNGAI SIPUT,YB TUAN,KESAVAN A/L SUBRAMANIAM,1973.0,male,indian,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.062-SUNGAI SIPUT.png,S. KESAVAN
14.0,P063,Perak,TAMBUN,YB DATO' SERI,AHMAD FAIZAL BIN AZUMU,1971.0,male,bumiputera,BERSATU,Menteri Belia dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.063-TAMBUN.png,AHMAD FAIZAL AZUMU
14.0,P064,Perak,IPOH TIMUR,YB TUAN,WONG KAH WOH,1981.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.064-IPOH TIMUR.png,WONG KAH WOH
14.0,P065,Perak,IPOH BARAT,YB TUAN,M. KULASEGARAN A/L V. MURUGESON,1958.0,male,indian,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.065-IPOH BARAT.png,M. KULA
14.0,P066,Perak,BATU GAJAH,YB TUAN,SIVAKUMAR VARATHARAJU NAIDU,1971.0,male,indian,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.066-BATU GAJAH.png,V. SIVAKUMAR
14.0,P067,Perak,KUALA KANGSAR,YB DATUK,MASTURA BINTI TAN SRI DATO' MOHD YAZID,1962.0,female,bumiputera,BN - UMNO,Timbalan Menteri di Jabatan Perdana Menteri (Tugas-Tugas Khas),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.067-KUALA KANGSAR.png,MASTURA YAZID
14.0,P068,Perak,BERUAS,YB DATO',NGEH KOO HAM,1962.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.068-BERUAS.png,NGEH KOO HAM
14.0,P069,Perak,PARIT,YB DATO',MOHD NIZAR BIN HAJI ZAKARIA,1969.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.069-PARIT.png,NIZAR
14.0,P070,Perak,KAMPAR,YB TUAN,SU KEONG SIONG,1967.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.070-KAMPAR.png,SU KEONG SIONG
14.0,P071,Perak,GOPENG,YB DR.,LEE BOON CHYE,1960.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.071-GOPENG.png,LEE BOON CHYE
14.0,P072,Perak,TAPAH,YB DATUK SERI,SARAVANAN A/L MURUGAN,1968.0,male,indian,BN - MIC,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.072-TAPAH.png,M. SARAVANAN
14.0,P073,Perak,PASIR SALAK,YB DATO' SRI HAJI,TAJUDDIN BIN ABDUL RAHMAN,1948.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.073-PASIR SALAK.png,TAJUDDIN ABDUL RAHMAN
14.0,P074,Perak,LUMUT,YB DATUK WIRA DR.,MOHD HATTA BIN MD RAMLI,1957.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.074-LUMUT.png,HATTA RAMLI
14.0,P075,Perak,BAGAN DATUK,YB DATO' SERI DR.,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.075-BAGAN DATUK.png,AHMAD ZAHID BIN HAMIDI
14.0,P076,Perak,TELUK INTAN,YB TUAN,NGA KOR MING,1973.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.076-TELUK INTAN.png,NGA KOR MING
14.0,P077,Perak,TANJONG MALIM,YB TUAN,CHANG LIH KANG,1981.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.077-TANJONG MALIM.png,CHANG LIH KANG
14.0,P079,Pahang,LIPIS,YB DATO' SRI,ABDUL RAHMAN BIN MOHAMAD,1962.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pembangunan Luar Bandar I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.079-LIPIS.png,ABDUL RAHMAN BIN MOHAMAD
14.0,P080,Pahang,RAUB,YB TENGKU,ZULPURI SHAH BIN RAJA PUJI,1965.0,male,bumiputera,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.080-RAUB.png,TENGKU ZULPURI SHAH
14.0,P081,Pahang,JERANTUT,YB DATO' HJ.,AHMAD NAZLAN BIN IDRIS,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.081-JERANTUT.png,AHMAD NAZLAN
14.0,P082,Pahang,INDERA MAHKOTA,YB DATUK SERI,SAIFUDDIN BIN ABDULLAH,1961.0,male,bumiputera,BERSATU,Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.082-INDERA MAHKOTA.png,SAIFUDDIN ABDULLAH
14.0,P083,Pahang,KUANTAN,YB PUAN,FUZIAH BINTI SALLEH,1960.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.083-KUANTAN.png,FUZIAH SALLEH
14.0,P084,Pahang,PAYA BESAR,YB DATO' INDERA,MOHD SHAHAR BIN ABDULLAH,1980.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kewangan I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.084-PAYA BESAR.png,MOHD SHAHAR BIN ABDULLAH
14.0,P085,Pahang,PEKAN,YB DATO' SRI,MOHD NAJIB BIN TUN ABD RAZAK,1954.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.085-PEKAN.png,MOHD NAJIB BIN TUN ABDUL RAZAK
14.0,P086,Pahang,MARAN,YB DATO' SRI DR. HAJI,ISMAIL BIN HJ ABD. MUTTALIB,1955.0,male,bumiputera,BN - UMNO,Timbalan Menteri Perumahan dan Kerajaan Tempatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.086-MARAN.png,ISMAIL BIN HJ ABDUL MUTTALIB
14.0,P087,Pahang,KUALA KRAU,YB DATO' SRI DR. HAJI,ISMAIL BIN HAJI MOHAMED SAID,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.087-KUALA KRAU.png,ISMAIL BIN MOHAMED SAID
14.0,P088,Pahang,TEMERLOH,YB DATUK WIRA HAJI,MOHD. ANUAR MOHD. TAHIR,1953.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.088-TEMERLOH.png,ANUAR TAHIR
14.0,P089,Pahang,BENTONG,YB TUAN,WONG TACK,1959.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.089-BENTONG.png,WONG TACK
14.0,P090,Pahang,BERA,YAB DATO' SRI,ISMAIL SABRI BIN YAAKOB,1960.0,male,bumiputera,BN - UMNO,YAB PERDANA MENTERI,,https://www.parlimen.gov.my/images/webuser/ahli/2013/PM.jpg,ISMAIL SABRI YAAKOB
14.0,P091,Pahang,ROMPIN,YB DATO' SRI,HASAN BIN ARIFIN,1953.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.091-ROMPIN.png,HASAN BIN ARIFIN
14.0,P092,Selangor,SABAK BERNAM,YB DATO' HAJI,MOHD FASIAH BIN MOHD FAKEH,1956.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.092-SABAK BERNAM.png,FASIAH
14.0,P093,Selangor,SUNGAI BESAR,YB DATUK,MUSLIMIN BIN YAHAYA,1968.0,male,bumiputera,BERSATU,Timbalan Menteri Pembangunan Usahawan dan Koperasi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.093-SUNGAI BESAR.png,MUSLIMIN
14.0,P094,Selangor,HULU SELANGOR,YB PUAN,JUNE LEOW HSIAD HUI,1965.0,female,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.094-HULU SELANGOR.png,JUNE LEOW
14.0,P095,Selangor,TANJUNG KARANG,YB TAN SRI,NOH BIN HAJI OMAR,1958.0,male,bumiputera,BN - UMNO,Menteri Pembangunan Usahawan dan Koperasi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.095-TANJONG KARANG.png,NOH BIN OMAR
14.0,P096,Selangor,KUALA SELANGOR,YB DATUK SERI DR. HAJI,DZULKEFLY BIN AHMAD,1956.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.096-KUALA SLEANGOR.png,DZULKEFLY AHMAD
14.0,P097,Selangor,SELAYANG,YB TUAN,WILLIAM LEONG JEE KEEN,1957.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.097-SELAYANG.png,WILLIAM LEONG JEE KEEN
14.0,P098,Selangor,GOMBAK,YB DATO' SERI,MOHAMED AZMIN BIN ALI,1965.0,male,bumiputera,BERSATU,Menteri Kanan Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.098-GOMBAK.png,AZMIN ALI
14.0,P099,Selangor,AMPANG,YB DATUK HAJAH,ZURAIDA BINTI KAMARUDDIN,1958.0,female,bumiputera,PBM,Menteri Perusahaan Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.099-AMPANG.png,ZURAIDA KAMARUDDIN
14.0,P100,Selangor,PANDAN,YB DATO' SERI DR,WAN AZIZAH WAN ISMAIL,1953.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.100-AMPANG.png,WAN AZIZAH
14.0,P101,Selangor,HULU LANGAT,YB DATUK HAJI,HASANUDDIN BIN MOHD YUNUS,1965.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.101-HULU LANGAT.png,HASANUDDIN MOHD YUNUS
14.0,P102,Selangor,BANGI,YB DR.,ONG KIAN MING,1976.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.102-BANGI.png,ONG KIAN MING
14.0,P103,Selangor,PUCHONG,YB TUAN,GOBIND SINGH DEO,1974.0,male,other,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.103-PUCHUNG.png,GOBIND SINGH DEO
14.0,P104,Selangor,SUBANG,YB TUAN,WONG CHEN,1969.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.104-SUBANG.png,WONG CHEN
14.0,P105,Selangor,PETALING JAYA,YB PUAN,MARIA CHIN BINTI ABDULLAH,1957.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/Petaling Jaya.png,MARIA CHIN ABDULLAH
14.0,P106,Selangor,DAMANSARA,YB TUAN,TONY PUA KIAM WEE,1973.0,male,bumiputera,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.106-DAMANSARA.png,TONY PUA
14.0,P107,Selangor,SUNGAI BULOH,YB TUAN,SIVARASA A/L K. RASIAH,1957.0,male,indian,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.107-SUNGAI BULOH.png,SIVARASA RASIAH
14.0,P108,Selangor,SHAH ALAM,YB TUAN,KHALID BIN ABD SAMAD,1958.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.108-SHAH ALAM.png,KHALID ABDUL SAMAD
14.0,P109,Selangor,KAPAR,YB DATO',ABDULLAH SANI BIN ABDUL HAMID,1962.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.109-KAPAR.png,ABDULLAH SANI
14.0,P110,Selangor,KLANG,YB TUAN,CHARLES ANTHONY SANTIAGO,1961.0,male,indian,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.110-KLANG.png,CHARLES SANTIAGO
14.0,P111,Selangor,KOTA RAJA,YB TUAN,MOHAMAD BIN SABU,1955.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.111-KOTA RAJA.png,MOHAMAD SABU
14.0,P112,Selangor,KUALA LANGAT,YB DATO' DR.,XAVIER JAYAKUMAR A/L ARULANANDAM,1953.0,male,indian,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.112-KUALA LANGAT.png,XAVIER JAYAKUMAR
14.0,P113,Selangor,SEPANG,YB TUAN,MOHAMED HANIPA BIN MAIDIN,1969.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.113-SEPANG.png,MOHAMED HANIPA BIN MAIDIN
14.0,P114,Kuala Lumpur,KEPONG,YB TUAN,LIM LIP ENG,1973.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.114-KEPONG.png,LIM LIP ENG
14.0,P115,Kuala Lumpur,BATU,YB TUAN,P. PRABAKARAN,1996.0,male,indian,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.115-BATU.png,PRABAKARAN PARAMESWARAN
14.0,P116,Kuala Lumpur,WANGSA MAJU,YB DATIN PADUKA DR.,TAN YEE KEW,1953.0,female,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.116-WANGSA MAJU.png,TAN YEE KEW
14.0,P117,Kuala Lumpur,SEGAMBUT,YB PUAN,HANNAH YEOH,1979.0,female,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.117-SEGAMBUT.png,HANNAH YEOH
14.0,P118,Kuala Lumpur,SETIAWANGSA,YB TUAN,NIK NAZMI BIN NIK AHMAD,1982.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.118-SETIAWANGSA.png,NIK NAZMI BIN NIK AHMAD
14.0,P119,Kuala Lumpur,TITIWANGSA,YB DATUK SERI,RINA BINTI MOHD HARUN,1973.0,female,bumiputera,BERSATU,"Menteri Pembangunan, Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/Rina.jpg,RINA MOHD HARUN
14.0,P120,Kuala Lumpur,BUKIT BINTANG,YB TUAN,FONG KUI LUN,1947.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.120-BUKIT BINTANG.png,FONG KUI LUN
14.0,P121,Kuala Lumpur,LEMBAH PANTAI,YB TUAN,AHMAD FAHMI BIN MOHAMED FADZIL,1981.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.121-LEMBAH PANTAI.png,FAHMI FADZIL
14.0,P122,Kuala Lumpur,SEPUTEH,YB PUAN,TERESA KOK,1964.0,female,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.122-SEPUTEH.png,TERESA KOK
14.0,P123,Kuala Lumpur,CHERAS,YB TUAN,TAN KOK WAI,1958.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.123-CHERAS.png,TAN KOK WAI
14.0,P124,Kuala Lumpur,BANDAR TUN RAZAK,YB DATO' HAJI,KAMARUDIN BIN JAFFAR,1952.0,male,bumiputera,BERSATU,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.124-BANDAR TUN RAZAK.png,KAMARUDIN JAFFAR
14.0,P125,Putrajaya,PUTRAJAYA,YB DATUK SERI TENGKU,ADNAN BIN TENGKU MANSOR,1951.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.125-PUTRAJAYA.png,TENGKU ADNAN BIN TENGKU MANSOR
14.0,P126,Negeri Sembilan,JELEBU,YB DATUK SERI,JALALUDDIN BIN ALIAS,1964.0,male,bumiputera,BN - UMNO,Timbalan Menteri Wilayah Persekutuan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.126-JELEBU.png,JALALUDDIN BIN ALIAS
14.0,P127,Negeri Sembilan,JEMPOL,YB DATUK SERI HAJI,MOHD SALIM SHARIF,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.127-JEMPOL.png,SALIM SHARIF
14.0,P128,Negeri Sembilan,SEREMBAN,YB TUAN,LOKE SIEW FOOK,1977.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.128-SEREMBAN.png,LOKE SIEW FOOK
14.0,P129,Negeri Sembilan,KUALA PILAH,YB DATO',EDDIN SYAZLEE BIN SHITH,1974.0,male,bumiputera,BERSATU,Timbalan Menteri di Jabatan Perdana Menteri (Ekonomi),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.129-KUALA PILAH.png,EDDIN SYAZLEE SHITH
14.0,P130,Negeri Sembilan,RASAH,YB TUAN,CHA KEE CHIN,1975.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.130-RASAH.png,CHA KEE CHIN
14.0,P131,Negeri Sembilan,REMBAU,YB TUAN,KHAIRY JAMALUDDIN ABU BAKAR,1976.0,male,bumiputera,BN - UMNO,Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.131-REMBAU.png,KHAIRY JAMALUDDIN ABU BAKAR
14.0,P133,Negeri Sembilan,TAMPIN,YB DATUK DR.,HASAN BIN BAHROM,1956.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.133-TAMPIN.png,HASAN BAHROM
14.0,P134,Melaka,MASJID TANAH,YB DATUK WIRA HAJAH,MAS ERMIEYATI BINTI SAMSUDIN,1977.0,female,bumiputera,BERSATU,Timbalan Menteri di Jabatan Perdana Menteri (Parlimen dan Undang-Undang),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.134-MASJID TANAH.png,MAS ERMIEYATI
14.0,P135,Melaka,ALOR GAJAH,YB DATUK SERI,MOHD REDZUAN BIN MD. YUSOF,1957.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.135-ALOR GAJAH.png,MOHD REDZUAN YUSOF (PAK WAN)
14.0,P136,Melaka,TANGGA BATU,YB PUAN,RUSNAH BINTI ALUAI,1962.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.136-TANGGA BATU.png,RUSNAH
14.0,P137,Melaka,HANG TUAH JAYA,YB DATUK SERI HAJI,SHAMSUL ISKANDAR @ YUSRE BIN HAJI MOHD AKIN,1975.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.137-HANG TUAH JAYA.png,SHAMSUL ISKANDAR MOHD AKIN
14.0,P138,Melaka,KOTA MELAKA,YB TUAN,KHOO POAY TIONG,1971.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.138-KOTA MELAKA.png,KHOO POAY TIONG
